Id: 2 , Buy/Sell: sell , Price: 71.0 , Quantity: 13.0 , Time: 2021-04-07T10:33:01.227Z
Id: 26 , Buy/Sell: buy , Price: 86.0 , Quantity: 0.0 , Time: 2021-04-07T10:34:12.712Z
Id: 17 , Buy/Sell: sell , Price: 86.0 , Quantity: 0.0 , Time: 2021-04-07T10:34:12.713Z
Id: 29 , Buy/Sell: buy , Price: 121.0 , Quantity: 66.0 , Time: 2021-04-07T10:34:24.731Z
Id: 9 , Buy/Sell: sell , Price: 121.0 , Quantity: 66.0 , Time: 2021-04-07T10:34:24.733Z
Id: 29 , Buy/Sell: buy , Price: 124.0 , Quantity: 0.0 , Time: 2021-04-07T10:34:24.734Z
Id: 10 , Buy/Sell: sell , Price: 124.0 , Quantity: 0.0 , Time: 2021-04-07T10:34:24.735Z
Id: 30 , Buy/Sell: buy , Price: 90.0 , Quantity: 0.0 , Time: 2021-04-07T10:34:26.745Z
Id: 27 , Buy/Sell: sell , Price: 90.0 , Quantity: 0.0 , Time: 2021-04-07T10:34:26.746Z
Id: 3 , Buy/Sell: sell , Price: 134.0 , Quantity: 43.0 , Time: 2021-04-07T10:34:40.340Z
Id: 1 , Buy/Sell: buy , Price: 134.0 , Quantity: 43.0 , Time: 2021-04-07T10:34:40.411Z
Id: 4 , Buy/Sell: sell , Price: 66.0 , Quantity: 16.0 , Time: 2021-04-07T10:34:41.416Z
Id: 2 , Buy/Sell: buy , Price: 66.0 , Quantity: 16.0 , Time: 2021-04-07T10:34:41.417Z
Id: 6 , Buy/Sell: buy , Price: 64.0 , Quantity: 0.0 , Time: 2021-04-07T10:34:55.439Z
Id: 4 , Buy/Sell: sell , Price: 64.0 , Quantity: 0.0 , Time: 2021-04-07T10:34:55.439Z
Id: 8 , Buy/Sell: buy , Price: 64.0 , Quantity: 42.0 , Time: 2021-04-07T10:35:00.460Z
Id: 4 , Buy/Sell: sell , Price: 64.0 , Quantity: 42.0 , Time: 2021-04-07T10:35:00.460Z
Id: 8 , Buy/Sell: buy , Price: 128.0 , Quantity: 0.0 , Time: 2021-04-07T10:35:00.460Z
Id: 3 , Buy/Sell: sell , Price: 128.0 , Quantity: 0.0 , Time: 2021-04-07T10:35:00.465Z
Id: 9 , Buy/Sell: buy , Price: 55.0 , Quantity: 0.0 , Time: 2021-04-07T10:35:01.477Z
Id: 7 , Buy/Sell: sell , Price: 55.0 , Quantity: 0.0 , Time: 2021-04-07T10:35:01.477Z
Id: 10 , Buy/Sell: buy , Price: 128.0 , Quantity: 16.0 , Time: 2021-04-07T10:35:04.487Z
Id: 3 , Buy/Sell: sell , Price: 128.0 , Quantity: 16.0 , Time: 2021-04-07T10:35:04.488Z
Id: 10 , Buy/Sell: buy , Price: 131.0 , Quantity: 0.0 , Time: 2021-04-07T10:35:04.489Z
Id: 5 , Buy/Sell: sell , Price: 131.0 , Quantity: 0.0 , Time: 2021-04-07T10:35:04.489Z
Id: 12 , Buy/Sell: buy , Price: 106.0 , Quantity: 77.0 , Time: 2021-04-07T10:35:07.501Z
Id: 11 , Buy/Sell: sell , Price: 106.0 , Quantity: 77.0 , Time: 2021-04-07T10:35:07.501Z
Id: 15 , Buy/Sell: buy , Price: 128.0 , Quantity: 0.0 , Time: 2021-04-07T10:35:13.525Z
Id: 14 , Buy/Sell: sell , Price: 128.0 , Quantity: 0.0 , Time: 2021-04-07T10:35:13.527Z
Id: 16 , Buy/Sell: sell , Price: 128.0 , Quantity: 100.0 , Time: 2021-04-07T10:35:19.534Z
Id: 14 , Buy/Sell: buy , Price: 128.0 , Quantity: 100.0 , Time: 2021-04-07T10:35:19.536Z
Id: 19 , Buy/Sell: sell , Price: 118.0 , Quantity: 13.0 , Time: 2021-04-07T10:35:37.540Z
Id: 13 , Buy/Sell: buy , Price: 118.0 , Quantity: 13.0 , Time: 2021-04-07T10:35:37.541Z
Id: 19 , Buy/Sell: buy , Price: 113.0 , Quantity: 0.0 , Time: 2021-04-07T10:35:37.543Z
Id: 12 , Buy/Sell: sell , Price: 113.0 , Quantity: 0.0 , Time: 2021-04-07T10:35:37.544Z
Id: 24 , Buy/Sell: buy , Price: 127.0 , Quantity: 0.0 , Time: 2021-04-07T10:36:02.572Z
Id: 16 , Buy/Sell: sell , Price: 127.0 , Quantity: 0.0 , Time: 2021-04-07T10:36:02.572Z
Id: 25 , Buy/Sell: sell , Price: 122.0 , Quantity: 65.0 , Time: 2021-04-07T10:36:09.580Z
Id: 21 , Buy/Sell: buy , Price: 122.0 , Quantity: 65.0 , Time: 2021-04-07T10:36:09.580Z
Id: 25 , Buy/Sell: buy , Price: 113.0 , Quantity: 0.0 , Time: 2021-04-07T10:36:09.595Z
Id: 12 , Buy/Sell: sell , Price: 113.0 , Quantity: 0.0 , Time: 2021-04-07T10:36:09.595Z
Id: 28 , Buy/Sell: buy , Price: 124.0 , Quantity: 81.0 , Time: 2021-04-07T10:36:22.610Z
Id: 27 , Buy/Sell: sell , Price: 124.0 , Quantity: 81.0 , Time: 2021-04-07T10:36:22.610Z
Id: 28 , Buy/Sell: buy , Price: 127.0 , Quantity: 37.0 , Time: 2021-04-07T10:36:22.614Z
Id: 16 , Buy/Sell: sell , Price: 127.0 , Quantity: 37.0 , Time: 2021-04-07T10:36:22.615Z
Id: 28 , Buy/Sell: buy , Price: 131.0 , Quantity: 0.0 , Time: 2021-04-07T10:36:22.616Z
Id: 5 , Buy/Sell: sell , Price: 131.0 , Quantity: 0.0 , Time: 2021-04-07T10:36:22.617Z
